game_id,season,week,home_team,away_team,is_mw_game,model_spread_home,market_spread_home,edge,lean,is_bet,bet_result,clv,home_win_prob,actual_home_win,actual_margin,model_total,market_total,total_edge,total_lean,is_total_bet,total_bet_result,total_clv,actual_total,market_home_ml,market_away_ml,ml_edge,ml_lean,is_ml_bet,ml_bet_result,ml_profit
400869197,2016,3,Northern Illinois,San Diego State,True,-1.7086445033287312,11.166666666666666,12.875311169995397,Home,True,Loss,,0.5335424477567082,0.0,-14,58.93752374953877,48.0,10.93752374953877,Over,True,Win,,70,,,,,,,
400869113,2016,3,Nebraska,Oregon,False,-15.978798140589378,-3.0,12.978798140589378,Home,True,Push,,0.7844200675985312,1.0,3,57.816115972819354,72.5,-14.683884027180646,Under,True,Win,,67,,,,,,,
400868997,2016,3,Ole Miss,Alabama,False,5.017126230388168,9.833333333333334,4.816207102945166,Home,True,Win,,0.40238725290291866,0.0,-5,48.984513978187316,53.0,-4.015486021812684,Under,True,Loss,,91,,,,,,,
400868959,2016,3,Massachusetts,Florida International,False,-16.28884998080463,1.0,17.28884998080463,Home,True,Win,,0.7888633013583942,1.0,8,53.38261714035669,48.5,4.882617140356693,Over,True,Loss,,34,,,,,,,
400869442,2016,3,Oklahoma State,Pittsburgh,False,-7.032258449094808,-3.6666666666666665,3.3655917824281416,Home,True,Win,,0.6354976875140746,1.0,7,57.86952409348524,57.5,0.3695240934852393,Over,False,,,83,,,,,,,
400869283,2016,3,Miami (OH),Western Kentucky,False,-11.515909284120182,16.666666666666668,28.18257595078685,Home,True,Win,,0.7147585990414846,0.0,-7,52.61823930438415,64.0,-11.381760695615853,Under,True,Win,,55,,,,,,,
400869443,2016,3,Syracuse,South Florida,False,-7.305232573542085,12.833333333333334,20.13856590687542,Home,True,Loss,,0.6405383673894953,0.0,-25,55.5540293656635,74.5,-18.945970634336497,Under,True,Win,,65,,,,,,,
400869284,2016,3,Illinois,Western Michigan,False,-7.3055277287693094,2.5,9.80552772876931,Home,True,Loss,,0.6405438046315148,0.0,-24,53.09882740817446,56.0,-2.901172591825542,Under,True,Win,,44,,,,,,,
400868995,2016,3,Kentucky,New Mexico State,False,-25.11184556091152,-21.666666666666668,3.445178894244851,Home,True,Loss,,0.891985302658872,1.0,20,53.91867804992687,65.75,-11.831321950073132,Under,True,Loss,,104,,,,,,,
400869194,2016,3,Wyoming,UC Davis,True,-23.647688062299885,-22.5,1.1476880622998848,Home,False,,,0.8779950569612774,1.0,23,72.6538998204419,,,,,,,67,,,,,,,
400869191,2016,3,Colorado State,Northern Colorado,False,-17.188694082088485,-22.0,-4.811305917911515,Away,True,Loss,,0.8014508575484343,1.0,26,57.595253158232374,,,,,,,68,,,,,,,
400868999,2016,3,South Carolina,East Carolina,False,-21.261646646188957,-3.3333333333333335,17.928313312855625,Home,True,Win,,0.852559084615609,1.0,5,54.47951770403098,51.25,3.2295177040309824,Over,True,Loss,,35,,,,,,,
400869114,2016,3,Oregon State,Idaho State,False,-18.13011789633294,-35.0,-16.86988210366706,Away,True,Win,,0.8141236054571466,1.0,30,70.51174668777476,,,,,,,44,,,,,,,
400869280,2016,3,Charlotte,Eastern Michigan,False,-15.276718368334862,1.8333333333333333,17.110051701668194,Home,True,Loss,,0.7741608217266711,0.0,-18,52.486183155428634,63.75,-11.263816844571366,Under,True,Win,,56,,,,,,,
400869813,2016,3,Georgia Southern,UL Monroe,False,-20.963494991296017,-27.0,-6.036505008703983,Away,True,Win,,0.8491473989647594,1.0,2,46.94531771062304,57.5,-10.554682289376963,Under,True,Win,,44,,,,,,,
400869360,2016,3,NC State,Old Dominion,False,-27.89997340460942,-23.166666666666668,4.733306737942751,Home,True,Win,,0.9153590372432874,1.0,27,56.09717689733968,58.0,-1.9028231026603208,Under,False,,,71,,,,,,,
400869445,2016,3,Wake Forest,Delaware,False,-24.677595122780623,-24.0,0.6775951227806232,Home,False,,,0.8879621443252367,1.0,17,57.17281257624931,,,,,,,59,,,,,,,
400868996,2016,3,LSU,Mississippi State,False,-19.449858731825373,-13.0,6.449858731825373,Home,True,Loss,,0.8310223278513091,1.0,3,46.37248544268793,47.0,-0.6275145573120682,Under,False,,,43,,,,,,,
400868993,2016,3,Auburn,Texas A&M,False,-5.516294667894497,-2.5,3.0162946678944973,Home,True,Loss,,0.6070985341764611,0.0,-13,48.25399184624902,55.5,-7.246008153750978,Under,True,Win,,45,,,,,,,
400869522,2016,3,SMU,Liberty,False,-22.727130453947627,-13.5,9.227130453947627,Home,True,Win,,0.8685728959435255,1.0,15,69.31941018149328,,,,,,,43,,,,,,,
400869814,2016,3,Louisiana,South Alabama,False,-0.6668582312666871,-2.1666666666666665,-1.4998084353999794,Away,False,,,0.5131042173169718,1.0,5,45.78509406884379,53.0,-7.21490593115621,Under,True,Win,,51,,,,,,,
400868912,2016,3,UTEP,Army,True,-11.568560419011659,3.5,15.068560419011659,Home,True,Loss,,0.7156389362854796,0.0,-52,62.55775386841214,46.75,15.807753868412142,Over,True,Win,,80,,,,,,,
400869521,2016,3,Tulane,Navy,False,-0.5059426841227257,8.0,8.505942684122726,Home,True,Win,,0.5099428764292713,0.0,-7,49.21892103079287,42.75,6.46892103079287,Over,True,Loss,,35,,,,,,,
400869359,2016,3,Texas Tech,Louisiana Tech,False,-27.33310410907596,-11.166666666666666,16.166437442409297,Home,True,Win,,0.9109434394636764,1.0,14,55.182850038021414,81.5,-26.317149961978586,Under,True,Loss,,104,,,,,,,
400869518,2016,3,UCF,Maryland,False,-2.1685838637299533,10.166666666666666,12.33525053039662,Home,True,Win,,0.5425408689368546,0.0,-6,57.0299023884255,56.25,0.7799023884254979,Over,False,,,54,,,,,,,
400869362,2016,3,Southern Miss,Troy,False,-17.673896262906663,-10.0,7.673896262906663,Home,True,Loss,,0.8080461469353064,0.0,-6,57.763861325243624,62.5,-4.736138674756376,Under,True,Loss,,68,,,,,,,
400869613,2016,3,Oklahoma,Ohio State,False,-0.8167392562482227,1.8333333333333333,2.650072589581556,Home,True,Loss,,0.5160480379575866,0.0,-21,60.48451865329694,58.5,1.9845186532969379,Over,False,,,69,,,,,,,
400868948,2016,3,Notre Dame,Michigan State,False,-17.902955003586207,-7.166666666666667,10.73628833691954,Home,True,Loss,,0.8111125624430853,0.0,-8,68.47255458856348,49.75,18.722554588563483,Over,True,Win,,64,,,,,,,
400868998,2016,3,Missouri,Georgia,False,14.801021817072098,6.666666666666667,-8.13435515040543,Away,True,Loss,,0.2329444597234549,0.0,-1,49.02498343674847,53.75,-4.725016563251529,Under,True,Loss,,55,,,,,,,
400868994,2016,3,Florida,North Texas,False,-42.872567949887284,-33.5,9.372567949887284,Home,True,Loss,,0.9826632831465534,1.0,32,58.354919443188564,52.75,5.604919443188564,Over,True,Loss,,32,,,,,,,
400868992,2016,3,Arkansas,Texas State,False,-35.960772537840626,-29.833333333333332,6.127439204507294,Home,True,Win,,0.9617725477823578,1.0,39,65.9825159359441,60.25,5.732515935944093,Over,True,Loss,,45,,,,,,,
400869115,2016,3,Washington,Portland State,False,-28.641896089961165,-41.5,-12.858103910038835,Away,True,Win,,0.920887452440948,1.0,38,57.595253158232374,,,,,,,44,,,,,,,
400869110,2016,3,Stanford,USC,False,0.6802533287641843,-7.166666666666667,-7.846919995430851,Away,True,Loss,,0.4866326574765118,1.0,17,58.93815363956493,50.0,8.93815363956493,Over,True,Loss,,37,,,,,,,
400869439,2016,3,Northwestern,Duke,False,-6.3743647782118735,-4.0,2.3743647782118735,Home,True,Win,,0.6232540028780735,1.0,11,56.254184511604315,44.5,11.754184511604315,Over,True,Loss,,37,,,,,,,
400869196,2016,3,Nevada,Buffalo,True,-25.743878927334862,-10.833333333333334,14.910545594001528,Home,True,Win,,0.8976533388675085,1.0,24,74.31222556384316,50.0,24.312225563843157,Over,True,Win,,52,,,,,,,
400868924,2016,3,BYU,UCLA,False,-4.101492600317529,3.6666666666666665,7.7681592669841955,Home,True,Win,,0.5800664017679709,0.0,-3,54.535508486652375,50.25,4.285508486652375,Over,True,Loss,,31,,,,,,,
400869117,2016,3,California,Texas,False,4.174723966137492,7.0,2.825276033862508,Home,True,Win,,0.41852389545330304,1.0,7,57.114059955729694,79.75,-22.635940044270306,Under,True,Loss,,93,,,,,,,
400869112,2016,3,San José State,Utah,True,3.6158925919114644,13.166666666666666,9.550774074755202,Home,True,Loss,,0.4293065631365673,0.0,-17,62.79049154366216,46.0,16.790491543662156,Over,True,Win,,51,,,,,,,
400869108,2016,3,Arizona,Hawai'i,True,-33.618790952082115,-23.5,10.118790952082115,Home,True,Loss,,0.9511651031960301,1.0,19,60.83117319829748,62.75,-1.9188268017025223,Under,False,,,75,,,,,,,
400869446,2016,4,Georgia Tech,Clemson,False,6.4170778088213964,10.666666666666666,4.24958885784527,Home,True,Loss,,0.3816785012124525,0.0,-19,51.52431689407963,58.0,-6.475683105920368,Under,True,Win,,33,,,,,,,
400869201,2016,4,Eastern Michigan,Wyoming,True,-12.352123359613358,4.0,16.35212335961336,Home,True,Win,,0.7188858413827328,1.0,3,63.90004297394667,60.25,3.650042973946668,Over,True,Loss,,51,,,,,,,
400869524,2016,4,SMU,TCU,False,-4.493730114899307,22.333333333333332,26.82706344823264,Home,True,Loss,,0.5834924108104604,0.0,-30,55.52737694180164,68.0,-12.472623058198359,Under,True,Win,,36,,,,,,,
400869118,2016,4,Utah,USC,False,-10.677063676692736,-2.5,8.177063676692736,Home,True,Win,,0.6917949817581215,1.0,4,48.46756294505826,45.5,2.967562945058262,Over,True,Win,,58,,,,,,,
400869363,2016,4,Temple,Charlotte,False,-25.0688152422424,-27.0,-1.931184757757599,Away,False,,,0.8802374297114617,1.0,28,53.42256700103282,52.75,0.6725670010328173,Over,False,,,68,,,,,,,
400869005,2016,4,Ole Miss,Georgia,False,2.024798842189437,-6.666666666666667,-8.691465508856105,Away,True,Loss,,0.4621577401812383,1.0,31,51.966271201444286,61.25,-9.283728798555714,Under,True,Win,,59,,,,,,,
400869659,2016,4,Michigan State,Wisconsin,False,-9.260613554636485,-4.333333333333333,4.927280221303152,Home,True,Loss,,0.668032923177519,0.0,-24,52.143320714758616,41.5,10.643320714758616,Over,True,Loss,,36,,,,,,,
400869204,2016,4,Iowa State,San José State,True,-12.978635578809211,-6.666666666666667,6.311968912142544,Home,True,Win,,0.7287144080201442,1.0,34,59.43412342625575,53.0,6.434123426255752,Over,True,Win,,54,,,,,,,
400869634,2016,4,Rutgers,Iowa,False,-0.8240837630363647,14.0,14.824083763036365,Home,True,Win,,0.5154209521085401,0.0,-7,53.913488593672966,56.25,-2.336511406327034,Under,True,Win,,21,,,,,,,
400869448,2016,4,South Florida,Florida State,False,-6.256596100019291,4.833333333333333,11.089929433352623,Home,True,Loss,,0.6154475554749096,0.0,-20,59.192595649058944,63.5,-4.307404350941056,Under,True,Loss,,90,,,,,,,
400869002,2016,4,Alabama,Kent State,False,-55.898366685870364,-42.666666666666664,13.2317000192037,Home,True,Win,,0.995637305539515,1.0,48,56.841659477449696,49.75,7.091659477449696,Over,True,Loss,,48,,,,,,,
400869200,2016,4,Minnesota,Colorado State,False,-27.39271514490412,-16.666666666666668,10.726048478237452,Home,True,Loss,,0.9006400000461228,1.0,7,60.33659659500832,56.0,4.3365965950083165,Over,True,Loss,,55,,,,,,,
400869203,2016,4,Purdue,Nevada,True,-17.38448824217708,-4.666666666666667,12.717821575510413,Home,True,Win,,0.7926476957190689,1.0,10,66.4966029604008,59.75,6.746602960400807,Over,True,Loss,,38,,,,,,,
400869288,2016,4,Virginia,Central Michigan,False,-0.19299145693855024,3.8333333333333335,4.026324790271884,Home,True,Win,,0.5036122697701539,1.0,14,57.220727539164635,50.5,6.720727539164635,Over,True,Win,,84,,,,,,,
400869451,2016,4,Virginia Tech,East Carolina,False,-21.81579359495881,-12.333333333333334,9.482460261625475,Home,True,Win,,0.8469760161050073,1.0,37,57.04340438875706,57.0,0.043404388757060985,Over,False,,,71,,,,,,,
400869450,2016,4,UConn,Syracuse,False,-17.67662656406999,-3.8333333333333335,13.843293230736657,Home,True,Loss,,0.7965465364425617,0.0,-7,54.35396821282286,57.75,-3.3960317871771366,Under,True,Win,,55,,,,,,,
400869447,2016,4,Boston College,Wagner,False,-13.81501457235989,-35.0,-21.184985427640108,Away,True,Win,,0.7415626826778743,1.0,32,57.53908618958518,,,,,,,52,,,,,,,
400869289,2016,4,Ohio,Gardner-Webb,False,-16.9870723443458,-27.0,-10.012927655654199,Away,True,Win,,0.7872735120893898,1.0,16,57.78883820430281,,,,,,,58,,,,,,,
400869291,2016,4,Cincinnati,Miami (OH),False,-30.6434771930388,-17.166666666666668,13.476810526372134,Home,True,Loss,,0.9247440363082416,1.0,7,56.36724143485893,56.25,0.11724143485893279,Over,False,,,47,,,,,,,
400868949,2016,4,Notre Dame,Duke,False,-22.06296180221739,-20.0,2.062961802217391,Home,True,Loss,,0.8496997256370936,0.0,-3,56.93964439882043,60.25,-3.310355601179573,Under,True,Loss,,73,,,,,,,
400869007,2016,4,Tennessee,Florida,False,-6.8530875609860935,-5.666666666666667,1.1864208943194265,Home,False,,,0.6260963780146465,1.0,10,52.76892028862041,42.75,10.018920288620407,Over,True,Win,,66,,,,,,,
400869368,2016,4,Old Dominion,UTSA,False,-2.7883282740699205,-4.166666666666667,-1.3783383925967465,Away,False,,,0.5520420690059523,1.0,14,51.81159073979946,50.75,1.0615907397994633,Over,False,,,52,,,,,,,
400869292,2016,4,Northern Illinois,Western Illinois,True,-5.671652019741694,-7.0,-1.3283479802583056,Away,False,,,0.6049195308497137,0.0,-5,61.21536480812996,,,,,,,51,,,,,,,
400869285,2016,4,Akron,App State,False,-18.748332897884765,5.666666666666667,24.414999564551433,Home,True,Loss,,0.8104704298692379,0.0,-7,55.879395529359265,57.0,-1.1206044706407354,Under,False,,,83,,,,,,,
400868960,2016,4,Massachusetts,Mississippi State,False,2.2527731100591453,23.333333333333332,21.080560223274187,Home,True,Win,,0.4579120800154274,0.0,-12,53.681913815447906,48.25,5.431913815447906,Over,True,Win,,82,,,,,,,
400869452,2016,4,Indiana,Wake Forest,False,-17.25109475763541,-6.666666666666667,10.584428090968743,Home,True,Loss,,0.7908528521257301,0.0,-5,58.22529418606543,46.25,11.975294186065433,Over,True,Win,,61,,,,,,,
400869123,2016,4,Oregon State,Boise State,False,-3.5305082499209046,14.5,18.030508249920906,Home,True,Win,,0.565781362945901,0.0,-14,57.340049430696695,60.5,-3.159950569303305,Under,True,Loss,,62,,,,,,,
400869449,2016,4,North Carolina,Pittsburgh,False,-9.362577227430007,-7.0,2.362577227430007,Home,True,Loss,,0.6697677157820091,1.0,1,55.02279983329178,67.0,-11.977200166708222,Under,True,Loss,,73,,,,,,,
400869658,2016,4,Michigan,Penn State,False,-19.58246618338567,-16.333333333333332,3.2491328500523373,Home,True,Win,,0.8208912483649341,1.0,39,53.30826524179082,56.0,-2.6917347582091793,Under,True,Loss,,59,,,,,,,
400868925,2016,4,West Virginia,BYU,False,-32.1627396896696,-6.0,26.1627396896696,Home,True,Loss,,0.9343513884807789,1.0,3,57.29278076036581,52.25,5.042780760365808,Over,True,Win,,67,,,,,,,
400869006,2016,4,Missouri,Delaware State,False,-16.97170608993834,-50.5,-33.52829391006166,Away,True,Loss,,0.787064096955901,1.0,79,57.53908618958518,,,,,,,79,,,,,,,
400869202,2016,4,Fresno State,Tulsa,False,-7.178343820265182,14.166666666666666,21.345010486931848,Home,True,Win,,0.6318632793027341,0.0,-7,55.737170389348215,66.25,-10.512829610651785,Under,True,Loss,,89,,,,,,,
400869009,2016,4,Western Kentucky,Vanderbilt,False,-13.179434448267278,-8.333333333333334,4.846101114933944,Home,True,Loss,,0.7318278488380576,0.0,-1,53.09390958534327,49.75,3.343909585343269,Over,True,Win,,61,,,,,,,
400869122,2016,4,Oregon,Colorado,False,-10.170559740352315,-11.833333333333334,-1.6627735929810186,Away,False,,,0.6833832522274877,0.0,-3,57.50324199248367,69.0,-11.496758007516327,Under,True,Loss,,79,,,,,,,
400869367,2016,4,Rice,North Texas,False,3.957624058141011,-7.333333333333333,-11.290957391474343,Away,True,Win,,0.426346620938868,0.0,-7,46.57516028266599,54.0,-7.4248397173340095,Under,True,Loss,,77,,,,,,,
400869286,2016,4,Florida Atlantic,Ball State,False,-3.8054421686134514,3.0,6.805442168613451,Home,True,Loss,,0.5708517645594862,0.0,-4,54.908035276634685,54.75,0.15803527663468486,Over,False,,,58,,,,,,,
400869003,2016,4,Auburn,LSU,False,4.321597081732957,3.6666666666666665,-0.6549304150662905,Away,False,,,0.41966132074751045,1.0,5,50.658713938545326,45.25,5.408713938545326,Over,True,Loss,,31,,,,,,,
400869364,2016,4,Florida International,UCF,False,2.388533135128874,8.5,6.111466864871126,Home,True,Loss,,0.4553860124613224,0.0,-39,52.002148591916814,52.5,-0.49785140808318573,Under,False,,,67,,,,,,,
400868913,2016,4,Buffalo,Army,False,9.5013852257791,14.0,4.498614774220901,Home,True,Win,,0.327876488073367,1.0,3,56.415666496664926,50.25,6.165666496664926,Over,True,Loss,,43,,,,,,,
400869290,2016,4,Western Michigan,Georgia Southern,False,-15.29777025607672,-7.166666666666667,8.131103589410053,Home,True,Win,,0.7635406547676564,1.0,18,59.880370996936655,55.75,4.130370996936655,Over,True,Win,,80,,,,,,,
400869817,2016,4,South Alabama,Nicholls,False,-6.889692250263247,-16.5,-9.610307749736753,Away,True,Win,,0.6267468301353747,1.0,1,57.70612490907894,,,,,,,81,,,,,,,
400869525,2016,4,Texas State,Houston,False,15.508226922792957,31.666666666666668,16.15843974387371,Home,True,Loss,,0.2334254356801871,0.0,-61,53.335606164542384,63.75,-10.414393835457616,Under,True,Loss,,67,,,,,,,
400869365,2016,4,Middle Tennessee,Louisiana Tech,False,-13.26614178027606,-4.0,9.26614178027606,Home,True,Push,,0.7331666888377277,1.0,4,55.656266446149026,69.5,-13.843733553850974,Under,True,Loss,,72,,,,,,,
400869816,2016,4,Troy,New Mexico State,False,-21.935135449516498,-19.166666666666668,2.76846878284983,Home,True,Win,,0.848295182026215,1.0,46,53.10743855101581,66.25,-13.142561448984189,Under,True,Win,,58,,,,,,,
400869815,2016,4,Arkansas State,Central Arkansas,False,-3.4818792604721622,-15.5,-12.018120739527838,Away,True,Win,,0.5648833824474883,0.0,-5,57.78883820430281,,,,,,,51,,,,,,,
400869605,2016,4,Kansas State,Missouri State,False,-18.03742773542523,-46.5,-28.46257226457477,Away,True,Win,,0.8013008968889113,1.0,35,57.276183382405804,,,,,,,35,,,,,,,
400869004,2016,4,Kentucky,South Carolina,False,-0.3260668403180169,-2.1666666666666665,-1.8405998263486496,Away,False,,,0.5061029206231529,1.0,7,51.93286803646015,57.5,-5.56713196353985,Under,True,Win,,27,,,,,,,
400869660,2016,4,Northwestern,Nebraska,False,10.510058762435428,8.5,-2.0100587624354276,Away,True,Win,,0.3109677155202536,0.0,-11,50.238731297463524,47.75,2.4887312974635236,Over,True,Loss,,37,,,,,,,
400868878,2016,4,Baylor,Oklahoma State,False,-15.312465252640289,-8.0,7.312465252640289,Home,True,Win,,0.7637531978717003,1.0,11,53.01308537032204,73.5,-20.486914629677962,Under,True,Win,,59,,,,,,,
400869366,2016,4,Marshall,Louisville,False,5.921570728438844,28.166666666666668,22.245095938227823,Home,True,Loss,,0.39057247578763,0.0,-31,62.27759938645039,69.0,-6.72240061354961,Under,True,Loss,,87,,,,,,,
400869287,2016,4,Memphis,Bowling Green,False,-38.05685520029948,-17.0,21.05685520029948,Home,True,Win,,0.9629135399966482,1.0,74,53.69788272507158,66.75,-13.05211727492842,Under,True,Loss,,80,,,,,,,
400869121,2016,4,UCLA,Stanford,False,-6.033776424614077,2.1666666666666665,8.200443091280743,Home,True,Loss,,0.6114467375352198,0.0,-9,51.11515688758729,47.25,3.8651568875872897,Over,True,Loss,,35,,,,,,,
400869526,2016,4,Tulane,Louisiana,False,-15.751950287992095,-3.0,12.751950287992095,Home,True,Loss,,0.7700608921864776,1.0,2,55.6626275448723,46.5,9.1626275448723,Over,True,Win,,80,,,,,,,
400869369,2016,4,UTEP,Southern Miss,True,7.503004369592844,12.5,4.996995630407156,Home,True,Loss,,0.36240986237692097,0.0,-27,57.08298989037405,58.75,-1.6670101096259486,Under,False,,,41,,,,,,,
400869008,2016,4,Texas A&M,Arkansas,False,-17.159990577687726,-5.666666666666667,11.493323911021058,Home,True,Win,,0.789621782040529,1.0,21,51.02084405332115,51.5,-0.4791559466788513,Under,False,,,69,,,,,,,
400869205,2016,4,UNLV,Idaho,True,-24.049471057154804,-14.0,10.049471057154804,Home,True,Loss,,0.8704137440046142,0.0,-3,57.47932765412458,61.75,-4.270672345875418,Under,True,Loss,,63,,,,,,,
400869120,2016,4,Arizona State,California,False,-14.424049145562172,-4.5,9.924049145562172,Home,True,Win,,0.7507161687459118,1.0,10,54.71953166127161,84.5,-29.78046833872839,Under,True,Loss,,92,,,,,,,
400869199,2016,4,Utah State,Air Force,True,1.9726878403558743,4.666666666666667,2.6939788263107927,Home,True,Loss,,0.4631288486319962,0.0,-7,58.54109085948546,53.5,5.0410908594854575,Over,True,Loss,,47,,,,,,,
